score,dataset,feature_count,dataset_size,number_of_classes,model,ensemble,ensemble_size,voting_system
0.824674399674,spect,44,267,2,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.924247457968,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.713234811166,breast_cancer,43,286,2,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.851082251082,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.975,soybean_small,72,47,4,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.729537778079,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.94,iris,4,150,3,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.79668997669,crx,46,653,2,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.527234093138,glass,9,214,6,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.917251461988,wine,13,178,3,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.933393532852,dermatology,130,358,6,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.911605975724,ionosphere,34,351,2,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.755831863809,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.690040355399,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.827229020979,crx,46,653,2,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.823797348485,crx,46,653,2,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.893506493506,thyroid,5,215,3,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.935772173563,house_votes,48,435,2,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.786741961742,spect,44,267,2,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.881414141414,fertility_yesnoOHE,17,100,2,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.881414141414,fertility_yesnoreal,14,100,2,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.714119076687,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.76425990676,crx,46,653,2,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.805397093361,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.455045392325,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,1,Majority Voting
0.807098828682,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,2,Majority Voting
0.421789865121,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,2,Majority Voting
